-92,98,-96,42,-100,-18,-98,100,20,98,100,98,96,-100,-98,-96,100,100,-30,-94,100,100,-8,-98,6,100,-100,100,98,20,-34,-78,6,100,44,-96,-100,88,100,88,12,20,96,98,-14,22,100,100,98,96,94,58,-96,100,100,-98,-100,-100,98,50,-100,100,-100,-98,-100,-100,98,100,-100,26,100,50,100,96,-98,100,98,-94,-96,-96,-98,100,100,-100,-100,-98,98,94,-100,-98,-38,-100,-18,100,100,98,-100,8,100,-100
98,100,22,2,-96,-96,-100,100,-98,-30,-100,-100,-76,-100,22,96,-100,-28,-40,-90,-98,-14,-96,100,100,-96,-98,16,-100,98,100,0,94,-20,98,100,26,-100,100,-2,100,96,94,100,20,96,96,14,-100,-94,-100,-98,-100,100,-90,-100,-100,100,-36,-62,-98,-100,-22,76,100,100,-14,-98,100,-100,96,-100,-96,96,-100,-100,-100,-100,94,-32,42,98,0,-14,-94,42,42,-98,-86,-100,100,98,100,98,100,36,-92,-100,-92,-98
100,98,82,12,100,100,98,-100,-96,-36,-100,96,98,98,-100,-100,98,98,-98,6,-100,-100,46,96,2,100,-96,-6,100,-56,100,52,-100,-100,98,-98,36,-100,92,-98,-22,100,-100,-58,-96,100,-94,-98,-100,100,-100,-100,100,98,-52,-96,96,-98,-100,-100,8,-98,-100,2,-98,100,-100,-100,-98,-100,-100,-98,-100,4,98,-100,100,100,96,24,-100,96,96,100,-92,98,22,-94,100,2,-48,-98,-36,-94,100,96,-100,92,-96,96
-100,-18,100,100,100,100,-100,96,98,18,100,92,-34,-98,-16,-100,100,-98,100,-98,100,96,100,8,24,98,-98,-100,14,36,100,-20,18,98,-86,98,-98,-98,100,44,100,-92,48,96,-100,-96,94,2,-100,100,-98,-94,100,32,-94,-98,-100,40,-100,-16,-100,-98,4,100,-100,-98,-100,-68,98,98,98,-100,96,-42,-98,-98,-98,-100,100,-96,-98,22,-98,-100,-98,0,-98,100,-100,92,100,6,16,-42,-100,100,-4,-96,-98,46
100,98,-100,-100,-100,100,-96,100,100,-98,-100,100,-96,98,-96,-100,100,-100,-96,-96,-96,98,-18,100,-96,-100,94,-98,100,-100,-100,-100,96,-100,100,-2,98,-100,-98,90,-100,-100,96,-100,-88,100,14,-100,100,-98,72,96,-94,100,-94,90,-98,100,100,-92,-100,-100,-90,100,-100,96,100,98,-96,-98,74,96,100,-98,-94,92,-98,96,98,100,96,98,-30,-100,100,-100,-100,100,80,-100,-82,-98,-98,-96,8,-96,-94,100,98,-96
98,100,-100,100,-100,98,100,100,98,96,-100,96,100,98,100,-100,100,-98,-98,100,100,-94,98,98,-98,-100,-100,94,-98,96,-98,98,-100,-100,-96,-98,100,98,100,-100,-100,92,-98,4,94,100,-98,-100,100,96,100,100,98,-2,-100,-98,100,-100,-100,-98,100,-100,-98,-100,98,100,96,98,-96,-100,-90,84,-98,100,-100,98,-30,98,-100,94,100,-98,100,-100,-98,-100,100,-98,-100,-100,-98,-98,94,100,-100,96,100,98,-98,8
100,96,-100,-100,-100,98,-94,-98,100,98,100,96,-98,-98,-94,-100,-100,96,-100,-98,-100,98,100,96,-98,-100,92,100,98,94,-12,98,-98,100,100,-100,100,94,100,98,96,100,98,100,-98,100,-100,98,-100,-24,98,-100,98,96,100,98,100,100,-96,98,-98,100,-100,96,-94,100,98,100,98,-100,100,92,-100,-96,96,98,98,-100,94,100,98,-98,98,-100,-100,-100,-98,10,100,100,30,98,-94,98,-98,2,-100,96,94,-88
-96,96,-100,100,-98,-98,-90,100,-98,-100,-96,-98,-100,-100,-96,-96,-96,-96,-100,100,96,-100,-98,100,94,-8,-100,98,100,-90,100,-100,-98,-100,82,-98,100,96,-96,-96,-98,96,100,94,100,-98,98,98,-98,-96,100,-92,-98,-98,90,100,98,-98,-94,94,-100,-100,-98,-100,-100,-96,-96,-100,-100,-96,-100,100,-100,-84,-92,96,96,-96,-98,-90,-98,98,-100,-94,98,-100,100,-100,-100,-100,96,100,-98,-98,-98,-98,-98,-88,98,100
100,-100,100,100,98,-100,-98,-100,-100,98,-100,-100,100,-100,98,-98,100,98,-100,98,-96,100,100,100,-98,100,100,100,-100,100,98,96,96,72,-100,96,-98,-96,-98,94,-98,-98,-100,-96,-90,-88,-98,-100,100,-98,-100,96,-94,-96,-100,-96,100,-100,-98,100,96,-100,-98,-98,94,-100,-100,100,-100,98,100,100,94,-96,-96,100,-100,-100,-98,-98,98,-100,-98,90,-96,-98,-94,96,98,-98,100,100,-100,96,100,-98,96,-96,-100,-98
100,-100,92,-98,98,-100,100,96,-98,100,-98,-92,-100,-100,-100,-98,100,-96,96,100,98,98,100,98,100,100,96,-94,96,100,100,-100,-100,100,-96,100,-90,98,-98,96,-100,-98,-98,100,-96,-100,-96,94,-98,96,-98,90,98,-100,98,96,100,-100,100,98,96,96,-100,98,-100,-94,98,-100,-94,-100,100,-96,96,-98,-100,98,100,-100,-100,-94,-98,96,94,98,-100,98,96,-100,100,84,-94,-100,-100,-96,94,-100,100,-98,-92,100
